"","date","count","positive","concentration","low","median","upr","low_observed","median_observed","upr_observed"
"181",2022-06-30,6,4,3.85087633197796,3.53742625877108,3.5939292486028,3.65195936494895,3.32264489145325,3.59418112934142,3.87915572997659
"182",2022-07-01,6,6,3.78968953498245,3.53164609276733,3.58872698431679,3.64617745851386,3.30291373347989,3.58454982481817,3.86450350220496
"183",2022-07-02,6,5,3.68975025796139,3.52554739819253,3.58293151245584,3.64024717695747,3.29775740991825,3.58125656813579,3.84853649590095
"184",2022-07-03,6,5,3.38796688696242,3.51946481626435,3.57641436468881,3.63411907067029,3.29140441623313,3.57665918266243,3.86421568614945
"185",2022-07-04,6,5,3.68625549000431,3.51429552154073,3.57000127142307,3.62715427803895,3.28587304738924,3.57240091102,3.8545877823401
"186",2022-07-05,6,5,3.51392363004511,3.50740559930547,3.56349579711074,3.6204430660747,3.28354653212581,3.56445960754916,3.83486410446781
"187",2022-07-06,6,5,3.37573505693239,3.50004786405618,3.55629716923869,3.61384994580079,3.27688301631594,3.55922613102063,3.83238556726403
"188",2022-07-07,6,6,3.62350970699552,3.49293944431161,3.54923600678145,3.60634408581276,3.26716639731409,3.55556220324035,3.83316027739286
"189",2022-07-08,6,6,3.59770198400666,3.48537460208998,3.54171559324939,3.59843752077243,3.25528291087816,3.54096284782926,3.81818535409193
"190",2022-07-09,6,6,3.42938196005988,3.47752782029428,3.53364124264121,3.59071522536239,3.25391891570281,3.53476237354148,3.81761078113821
"191",2022-07-10,5,5,3.56136083395523,3.46861913690356,3.52555510099749,3.58244448584295,3.23790711131062,3.52484926473675,3.81097293552434
"192",2022-07-11,6,4,3.60453137402452,3.45982867482644,3.51729274633877,3.57458262189259,3.2293652349885,3.51891321757747,3.798867934912
"193",2022-07-12,6,4,3.53631007505828,3.4519396707583,3.50925134343484,3.56712115724318,3.22449247993625,3.51033087458802,3.79019045822971
"194",2022-07-13,6,5,3.57145680001285,3.44293861289359,3.50122597621094,3.56041711580251,3.22248769314789,3.50035818589874,3.79066460663282
"195",2022-07-14,6,3,3.78441628801267,3.43514141414111,3.49353329467937,3.55305346481049,3.21589573072072,3.49510223851658,3.78283828247361
"196",2022-07-15,6,4,3.72468386202317,3.42802400368143,3.48617637233011,3.54624219538569,3.21297084231187,3.48685859324354,3.77460513522128
"197",2022-07-16,6,4,3.60103349404282,3.41985320238195,3.47946491464258,3.53978365661808,3.18832241932536,3.47870931878672,3.75478883178184
